Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,GrLivArea,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice,TotalSF,TotalFinishedBsmt,TotalBath,OutdoorFeatureSF
356,105.0,11249,IR2,CollgCr,1Story,6,12,12,VinylSd,VinylSd,None,0.0,4,PConc,4,1,5,5,1200,4,6,0,0,Attchd,12.0,2,2,521,177500,2921,878,3.0,26
357,69.0,9248,IR1,Gilbert,1Story,6,17,17,HdBoard,HdBoard,BrkFace,106.0,3,PConc,4,1,6,4,1167,4,6,0,0,Attchd,17.0,2,2,400,173000,2725,560,3.0,146
359,92.0,6930,IR1,ClearCr,SLvl,5,48,48,Wd Sdng,ImStucc,BrkFace,120.0,3,CBlock,3,3,4,5,1352,4,6,0,0,BuiltIn,48.0,1,1,288,130000,2702,594,1.5,462
361,69.0,7540,IR1,Mitchel,SFoyer,6,29,29,VinylSd,VinylSd,None,0.0,3,CBlock,4,3,6,5,912,3,5,1,3,Attchd,29.0,2,2,470,156000,2270,773,2.0,192
362,69.0,9144,Reg,BrkSide,1.5Fin,5,68,26,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,4,1505,3,8,0,0,Detchd,68.0,1,1,240,145000,2628,399,2.0,0
363,64.0,7301,Reg,Edwards,SFoyer,7,6,6,HdBoard,HdBoard,BrkFace,500.0,4,Slab,0,0,0,5,1922,4,7,1,5,BuiltIn,6.0,2,2,672,198500,2594,0,3.0,177
364,21.0,1680,Reg,BrDale,2Story,6,37,2,HdBoard,HdBoard,BrkFace,510.0,3,CBlock,3,1,5,4,987,4,5,0,0,Detchd,37.0,1,1,264,118000,1734,162,1.5,250
365,69.0,18800,IR1,NWAmes,2Story,6,30,30,HdBoard,HdBoard,BrkFace,120.0,3,PConc,4,2,6,3,1574,3,6,1,3,Attchd,30.0,3,2,566,190000,2936,712,3.5,417
366,59.0,10690,Reg,IDOTRR,2Story,5,89,12,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,3,4,1344,3,6,0,0,Detchd,45.0,1,1,468,147000,2484,456,1.0,346
367,69.0,9500,IR1,NAmes,1Story,6,46,46,Plywood,Plywood,BrkFace,247.0,3,CBlock,4,1,4,4,1394,3,6,2,4,Attchd,46.0,2,2,514,159000,3302,609,2.5,261
368,101.0,9150,IR1,NAmes,SLvl,6,46,46,Plywood,Plywood,BrkFace,305.0,3,CBlock,4,4,6,4,1431,3,6,1,4,Basment,46.0,2,1,296,165000,2826,371,1.5,174
369,78.0,7800,Reg,NAmes,1Story,5,56,56,HdBoard,HdBoard,BrkFace,200.0,3,PConc,3,1,2,4,1268,3,7,1,4,Attchd,56.0,3,1,244,132000,2780,540,1.0,98
371,69.0,8121,IR1,Gilbert,2Story,6,6,6,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,5,1664,3,7,1,3,Attchd,6.0,2,2,460,172400,3077,0,2.5,140
372,80.0,17120,Reg,ClearCr,1.5Fin,4,49,49,WdShing,Plywood,None,0.0,3,CBlock,0,0,0,3,1588,3,7,1,4,Detchd,17.0,3,2,680,134432,2268,0,2.0,59
373,50.0,7175,Reg,SawyerW,1Story,6,26,26,Plywood,Plywood,None,0.0,3,CBlock,4,1,5,3,752,3,4,0,0,Attchd,26.0,1,1,264,125000,1760,744,2.0,443
374,79.0,10634,Reg,NAmes,1Story,5,56,56,MetalSd,MetalSd,None,0.0,3,PConc,3,1,4,3,1319,3,5,0,0,Attchd,56.0,1,1,270,123000,2197,608,2.0,66
375,65.0,8200,Reg,CollgCr,2Story,7,4,3,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1928,4,8,1,4,BuiltIn,4.0,3,2,434,219500,3209,0,2.5,148
376,69.0,10020,IR1,Edwards,1Story,1,87,59,Wd Sdng,Wd Sdng,None,0.0,2,BrkTil,2,4,4,4,904,2,4,0,0,not present,29.5,0,0,0,61000,1587,350,1.5,0
377,57.0,8846,IR1,CollgCr,SFoyer,5,10,10,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,5,914,3,5,0,0,Detchd,8.0,1,2,576,148000,2360,298,1.0,0
378,102.0,11143,IR1,Somerst,2Story,8,3,2,CemntBd,CmentBd,None,0.0,4,PConc,4,1,1,5,2466,4,8,1,4,Attchd,3.0,2,2,610,340000,4656,0,3.0,373
379,88.0,11394,Reg,StoneBr,1Story,9,0,0,VinylSd,VinylSd,Stone,350.0,4,PConc,5,3,6,5,1856,5,8,1,5,Attchd,0.0,3,3,834,394432,4546,1445,2.5,113
380,60.0,8123,IR1,Gilbert,2Story,6,9,9,VinylSd,VinylSd,BrkFace,16.0,3,PConc,4,1,1,5,1800,3,7,1,3,Attchd,9.0,3,2,463,179000,3245,0,2.5,163
381,50.0,5000,Reg,SWISU,1.5Fin,5,86,60,BrkFace,Wd Sdng,None,0.0,3,BrkTil,3,1,2,3,1691,4,6,1,4,Detchd,86.0,1,1,308,127000,3025,218,2.0,242
382,60.0,7200,Reg,Somerst,1Story,7,0,0,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1301,4,5,1,4,Attchd,0.0,2,2,572,187750,3166,0,3.0,337
383,79.0,9245,IR1,CollgCr,2Story,7,1,1,VinylSd,VinylSd,None,0.0,4,PConc,4,3,1,5,1797,4,8,0,0,Attchd,1.0,2,2,639,213500,3375,0,2.5,197
384,60.0,9000,Reg,SawyerW,1.5Unf,6,81,59,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,2,1,1,3,784,3,5,0,0,Detchd,59.0,1,2,360,76000,1928,0,1.0,91
385,69.0,53107,IR2,ClearCr,2Story,6,15,15,HdBoard,HdBoard,None,0.0,4,PConc,4,3,6,5,1953,4,9,2,2,Attchd,15.0,3,2,501,240000,4034,985,3.5,447
386,43.0,3182,Reg,Blmngtn,1Story,8,6,5,VinylSd,VinylSd,BrkFace,16.0,4,PConc,4,1,6,5,1269,4,6,1,3,Attchd,6.0,3,2,430,192000,2955,24,2.0,310
387,58.0,8410,Reg,Edwards,1.5Fin,5,96,10,Wd Sdng,VinylSd,None,0.0,3,PConc,3,1,1,3,1184,3,8,0,0,not present,26.5,0,0,0,81000,1842,0,1.0,151
388,72.0,7200,Reg,Edwards,SLvl,6,33,33,MetalSd,MetalSd,BrkFace,255.0,3,CBlock,3,3,5,5,1125,3,6,1,2,Detchd,32.0,1,1,352,125000,2518,631,2.0,296
389,93.0,9382,IR1,CollgCr,1Story,7,9,8,VinylSd,VinylSd,BrkFace,125.0,4,PConc,4,1,1,5,1479,4,6,0,0,Attchd,9.0,2,2,577,191000,3524,0,2.0,145
390,96.0,12474,Reg,NridgHt,2Story,10,1,0,VinylSd,VinylSd,Stone,272.0,5,PConc,5,3,6,5,2332,5,9,1,5,BuiltIn,0.0,3,3,846,426000,4860,1280,3.5,330
391,50.0,8405,Reg,Edwards,1.5Fin,5,108,58,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,3,5,1367,3,7,0,0,Detchd,30.0,1,1,384,119000,2612,632,2.0,242
392,71.0,12209,IR1,Mitchel,2Story,6,8,7,VinylSd,VinylSd,None,0.0,3,PConc,5,1,5,5,1961,4,7,1,3,BuiltIn,8.0,3,2,560,215000,3325,690,3.5,317
393,69.0,8339,IR1,NAmes,1Story,5,48,48,MetalSd,MetalSd,None,0.0,3,Slab,0,0,0,3,882,3,5,0,0,Attchd,48.0,2,1,294,106500,1176,0,1.0,0
394,69.0,7446,Reg,BrkSide,1Story,4,65,56,WdShing,Wd Shng,None,0.0,3,CBlock,3,1,3,3,788,3,4,2,3,not present,26.5,0,0,0,100000,1576,266,1.0,0
395,60.0,10134,Reg,OldTown,1.5Fin,5,67,57,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,1,4,1034,3,5,0,0,Detchd,67.0,1,1,240,109000,2009,0,1.0,39
396,68.0,9571,Reg,Edwards,1Story,5,54,54,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,3,4,3,1144,3,6,0,0,Attchd,54.0,1,1,596,129000,2884,739,2.0,44
397,60.0,7200,Reg,CollgCr,1Story,5,37,37,MetalSd,MetalSd,None,0.0,3,CBlock,3,3,3,3,894,3,6,0,0,Detchd,24.0,2,2,600,123000,2388,777,1.0,215
398,69.0,7590,Reg,NAmes,2Story,5,45,45,VinylSd,VinylSd,BrkFace,288.0,3,CBlock,3,1,5,3,1812,3,8,1,3,Attchd,45.0,2,1,264,169500,2940,540,2.0,168
399,60.0,8967,Reg,IDOTRR,1Story,5,87,57,MetalSd,MetalSd,None,0.0,3,BrkTil,2,1,1,4,1077,3,6,0,0,Detchd,87.0,1,1,338,67000,2376,0,1.0,0
400,65.0,8125,Reg,Somerst,2Story,7,3,2,CemntBd,CmentBd,Stone,100.0,4,PConc,4,1,6,5,1550,4,7,0,0,Attchd,2.0,3,2,438,241000,3080,812,3.0,168
401,38.0,14963,IR2,Veenker,1Story,8,12,12,BrkFace,BrkFace,None,0.0,4,PConc,4,1,6,5,1288,5,4,2,4,Attchd,12.0,3,2,500,245500,3048,786,2.5,374
402,65.0,8767,IR1,CollgCr,1Story,7,1,1,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,5,1310,4,6,1,4,Attchd,1.0,3,2,400,164990,3020,24,2.0,0
403,60.0,10200,Reg,Sawyer,1Story,5,68,11,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,1,5,672,3,4,0,0,Detchd,68.0,1,1,240,108000,1584,0,1.0,168
404,93.0,12090,Reg,NoRidge,2Story,8,8,8,VinylSd,VinylSd,BrkFace,650.0,4,PConc,4,1,1,4,2263,4,10,1,3,BuiltIn,8.0,3,2,420,258000,3824,0,2.5,267
405,69.0,10364,IR1,Gilbert,2Story,6,12,11,MetalSd,MetalSd,None,0.0,3,PConc,4,1,1,4,1572,3,7,1,3,BuiltIn,12.0,3,2,373,168000,2751,0,2.5,40
406,69.0,9991,IR1,Sawyer,1Story,4,33,16,Plywood,Plywood,None,0.0,3,CBlock,3,1,4,5,1620,3,8,1,3,Attchd,16.0,1,2,490,150000,3391,1116,3.0,198
407,51.0,10480,Reg,SWISU,1.5Fin,6,72,58,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,1,5,1639,3,6,0,0,Detchd,72.0,1,1,240,115000,2943,0,1.0,0
408,63.0,15576,Reg,Crawfor,2Story,6,93,32,Wd Sdng,Plywood,None,0.0,3,BrkTil,4,1,1,5,1680,3,8,0,0,Attchd,48.0,1,1,308,177000,2828,0,2.0,160
409,109.0,14154,Reg,NridgHt,2Story,7,1,1,VinylSd,VinylSd,BrkFace,350.0,4,PConc,5,1,1,5,2172,4,9,1,4,Attchd,1.0,2,3,947,280000,4182,0,2.5,254
410,85.0,10800,Reg,Somerst,2Story,8,1,0,VinylSd,VinylSd,Stone,100.0,4,PConc,5,1,6,5,2078,5,8,1,4,Attchd,0.0,3,3,836,339750,3948,789,3.5,102
411,68.0,9571,Reg,Edwards,1Story,5,51,51,BrkComm,Brk Cmn,None,0.0,3,CBlock,3,1,1,3,1276,3,5,0,0,Attchd,51.0,1,1,350,60000,2902,0,1.0,0
412,100.0,34650,Reg,Gilbert,1Story,5,51,51,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,2,3,3,1056,3,5,0,0,Attchd,51.0,3,2,572,145000,2684,1056,2.0,264
413,69.0,4403,IR2,Somerst,1Story,7,1,1,MetalSd,MetalSd,Stone,432.0,5,PConc,5,3,6,5,1478,4,7,1,4,Attchd,1.0,3,2,484,222000,3432,578,3.5,144
414,56.0,8960,Reg,OldTown,1Story,5,83,60,WdShing,Wd Shng,None,0.0,3,CBlock,3,1,1,4,1028,3,5,1,4,Detchd,83.0,1,2,360,115000,2396,0,1.0,130
415,59.0,11228,IR2,SawyerW,2Story,7,15,15,VinylSd,VinylSd,None,0.0,4,PConc,4,1,4,5,2097,4,9,1,3,Attchd,15.0,1,3,678,228000,3855,581,3.0,383
416,73.0,8899,IR1,Gilbert,1Story,7,0,0,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,5,1340,4,6,0,0,Attchd,0.0,3,2,396,181134,3076,24,2.0,130
417,74.0,7844,Reg,Sawyer,2Story,6,28,28,HdBoard,HdBoard,BrkFace,203.0,3,CBlock,3,1,5,3,1400,3,6,1,3,Attchd,28.0,3,2,440,149500,2512,209,1.5,0
418,86.0,22420,IR1,Crawfor,2Story,6,89,57,Wd Sdng,Stucco,None,0.0,3,BrkTil,4,1,4,3,2624,3,10,1,4,Detchd,89.0,1,3,864,239000,4858,1128,3.5,0
419,60.0,8160,Reg,Edwards,1.5Fin,5,67,57,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,5,2,1134,3,7,0,0,Detchd,67.0,1,1,240,126000,2130,312,2.5,0
420,65.0,8450,Reg,NAmes,1Story,5,42,42,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,4,5,1056,3,6,1,2,Attchd,42.0,1,1,304,142000,2416,775,2.0,269
421,78.0,7060,Reg,Mitchel,SFoyer,7,11,10,VinylSd,VinylSd,BrkFace,200.0,3,PConc,4,4,6,5,1344,3,8,0,0,Attchd,11.0,3,4,784,206300,3472,1309,4.0,0
422,69.0,16635,IR1,NWAmes,1Story,6,32,9,CemntBd,CmentBd,Stone,126.0,4,CBlock,4,1,5,4,1602,4,8,1,3,Attchd,32.0,3,2,529,215000,3733,1246,2.5,240
423,100.0,21750,Reg,Mitchel,1Story,5,54,54,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,1,5,988,3,4,0,0,Attchd,54.0,2,2,520,113000,2496,0,1.0,0
424,80.0,9200,Reg,NoRidge,2Story,8,10,10,VinylSd,VinylSd,BrkFace,473.0,4,PConc,4,1,6,4,2630,4,8,1,3,Attchd,10.0,3,3,696,315000,4796,986,3.5,66
425,72.0,9000,Reg,NAmes,1Story,6,52,52,Wd Sdng,Wd Sdng,BrkFace,74.0,3,CBlock,4,1,2,4,1196,3,6,1,4,Attchd,52.0,2,1,297,139000,2689,616,2.0,44
426,60.0,3378,Reg,OldTown,2Story,7,63,17,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,1,4,1389,3,6,2,4,Detchd,62.0,1,1,240,135000,2280,0,1.5,126
427,69.0,12800,Reg,SawyerW,SLvl,7,20,20,Wd Sdng,Wd Sdng,BrkFace,145.0,4,PConc,4,4,6,4,1644,4,5,1,3,Attchd,20.0,3,2,569,275000,3731,1518,3.5,476
428,77.0,8593,IR1,NAmes,1Story,4,51,51,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,5,907,3,5,0,0,Detchd,44.0,1,1,352,109008,2166,288,1.0,0
429,64.0,6762,Reg,CollgCr,1Story,7,0,0,VinylSd,VinylSd,BrkFace,108.0,4,PConc,4,1,6,5,1208,4,6,0,0,Attchd,0.0,2,2,628,195400,3044,664,3.0,159
430,130.0,11457,IR1,Timber,1Story,6,21,21,HdBoard,HdBoard,None,0.0,3,CBlock,4,2,6,3,1412,4,6,1,3,Attchd,21.0,1,2,576,175000,3380,1005,3.0,169
431,21.0,1680,Reg,BrDale,2Story,6,37,37,HdBoard,HdBoard,BrkFace,232.0,3,CBlock,3,1,5,3,987,3,4,0,0,Detchd,37.0,1,1,264,85400,1734,387,1.5,0
432,60.0,5586,IR1,OldTown,1.5Fin,6,88,10,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,1,4,1198,3,7,0,0,not present,28.5,0,0,0,79900,2099,0,1.0,98
433,24.0,1920,Reg,BrDale,2Story,5,36,36,HdBoard,HdBoard,BrkFace,376.0,3,CBlock,3,1,5,5,1365,3,6,0,0,Detchd,36.0,1,2,440,122500,2570,471,2.5,276
434,100.0,10839,IR1,Gilbert,2Story,6,11,10,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,5,1604,3,7,1,3,Attchd,11.0,3,2,470,181000,3000,0,2.5,36
435,21.0,1890,Reg,MeadowV,SFoyer,4,36,36,CemntBd,CmentBd,None,0.0,3,CBlock,4,3,5,4,630,3,3,0,0,not present,28.5,0,0,0,81000,1260,495,2.0,88
436,43.0,10667,IR2,CollgCr,2Story,7,13,13,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,5,1661,4,6,1,3,Attchd,13.0,2,2,550,212000,3010,729,3.5,219
437,40.0,4400,Reg,OldTown,1.5Fin,6,86,56,Stucco,Stucco,None,0.0,3,BrkTil,2,1,1,3,1118,3,6,0,0,Detchd,16.0,1,2,440,116000,2206,0,1.0,0
438,50.0,6000,Reg,BrkSide,1.5Unf,6,83,5,Wd Sdng,Wd Sdng,None,0.0,4,PConc,3,1,1,4,904,3,4,0,0,Detchd,83.0,1,1,180,119000,1968,0,1.0,105
439,40.0,4280,Reg,Crawfor,1Story,5,94,5,WdShing,Stucco,None,0.0,3,PConc,3,1,2,3,694,4,4,1,4,Detchd,17.0,1,1,352,90350,1486,365,1.0,34
440,67.0,12354,Reg,Edwards,1.5Fin,6,89,9,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,2,1,4,1196,4,7,0,0,Detchd,4.0,1,2,528,110000,2408,0,1.0,46
441,105.0,15431,Reg,NridgHt,1Story,10,1,1,VinylSd,VinylSd,Stone,200.0,5,PConc,5,4,6,5,2402,5,10,2,4,Attchd,1.0,3,3,672,555000,6168,2306,3.0,242
442,92.0,12108,Reg,Edwards,1Story,4,53,53,VinylSd,VinylSd,BrkFace,270.0,3,CBlock,3,1,5,3,1440,2,8,0,0,not present,28.5,0,0,0,118000,2880,133,2.0,0
443,52.0,6240,Reg,BrkSide,1.5Fin,5,78,16,MetalSd,MetalSd,None,0.0,3,PConc,3,1,1,3,1573,3,8,1,4,Detchd,78.0,1,2,360,162900,3011,0,2.0,0
444,53.0,3922,Reg,Blmngtn,1Story,7,1,0,WdShing,Wd Shng,BrkFace,72.0,4,PConc,5,3,1,5,1258,4,6,1,4,Attchd,0.0,3,3,648,172500,3164,0,2.0,160
445,70.0,8750,Reg,CollgCr,2Story,7,14,13,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,5,1908,4,8,1,3,Attchd,14.0,1,2,493,210000,3316,642,3.5,277
446,73.0,9855,Reg,Edwards,1Story,6,53,53,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,1,2,1689,3,7,1,4,Attchd,53.0,1,2,480,127500,3605,0,1.0,0
447,137.0,16492,IR1,NAmes,1Story,6,44,8,BrkFace,Plywood,None,0.0,4,CBlock,3,1,5,5,1888,4,6,1,4,Attchd,44.0,3,2,578,190000,3983,960,2.5,0
448,69.0,11214,IR1,Gilbert,2Story,7,8,7,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,4,1886,4,10,1,3,Attchd,8.0,3,2,431,199900,3247,0,2.5,89
449,50.0,8600,Reg,IDOTRR,1.5Fin,6,69,56,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,1,3,1376,3,7,1,4,Detchd,69.0,1,1,198,119500,2354,0,2.0,0
450,50.0,6000,Reg,OldTown,1.5Fin,3,59,5,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,5,5,1183,3,6,0,0,Detchd,26.0,1,1,308,120000,2140,331,1.5,176
451,70.0,5684,Reg,OldTown,1Story,6,76,1,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,5,813,4,5,0,0,Detchd,74.0,1,1,270,110000,1896,0,1.0,113
452,62.0,70761,IR1,ClearCr,1Story,7,31,31,Plywood,Plywood,None,0.0,3,CBlock,4,4,5,3,1533,4,5,2,3,Attchd,31.0,1,2,576,280000,3642,655,3.0,254
453,69.0,9303,IR1,Timber,2Story,6,11,10,VinylSd,VinylSd,BrkFace,42.0,4,PConc,5,1,5,5,1756,3,7,0,0,Attchd,11.0,3,2,422,204000,3050,742,3.5,266
454,75.0,9000,Reg,Somerst,2Story,8,1,1,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1590,4,6,0,0,Attchd,1.0,2,2,676,210000,3034,0,2.5,30
455,63.0,9297,Reg,Mitchel,1Story,5,30,30,Plywood,Plywood,None,0.0,3,CBlock,3,1,5,3,1728,3,8,0,0,Detchd,30.0,1,2,560,188000,4016,1606,4.0,0
456,80.0,9600,Reg,NWAmes,1Story,7,34,34,HdBoard,HdBoard,BrkFace,320.0,3,CBlock,3,1,5,2,1242,3,6,1,3,Attchd,34.0,1,2,528,175500,3012,916,1.5,0
457,34.0,4571,Reg,OldTown,2Story,5,92,58,AsbShng,AsbShng,None,0.0,3,BrkTil,3,1,1,2,1344,3,7,0,0,Detchd,92.0,1,3,513,98000,2481,0,1.0,96
458,69.0,53227,IR1,ClearCr,1Story,4,54,14,Plywood,Plywood,None,0.0,3,CBlock,4,4,4,5,1663,4,6,2,4,Attchd,54.0,3,2,529,256000,3556,1116,2.0,361
459,69.0,5100,Reg,OldTown,2Story,8,83,12,Stucco,Wd Shng,None,0.0,3,PConc,3,1,1,2,1666,4,7,1,4,Detchd,83.0,1,1,228,161000,2482,0,1.0,255
460,69.0,7015,IR1,BrkSide,1.5Fin,5,59,59,MetalSd,MetalSd,BrkCmn,161.0,3,CBlock,3,1,2,3,1203,4,5,1,3,Detchd,59.0,1,1,352,110000,2264,185,2.0,248
461,75.0,8004,IR1,Somerst,2Story,8,0,0,VinylSd,VinylSd,Stone,110.0,4,PConc,4,1,6,5,1935,3,8,0,0,BuiltIn,0.0,3,2,552,263435,3319,544,3.5,150
462,60.0,7200,Reg,SWISU,2Story,7,73,2,Wd Sdng,Wd Sdng,None,0.0,4,PConc,4,1,5,5,1135,4,6,0,0,Detchd,38.0,2,2,576,155000,2271,560,2.0,256
463,60.0,8281,IR1,Sawyer,1Story,5,44,44,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,4,864,3,5,1,1,Detchd,44.0,1,1,360,62383,2088,864,1.0,236
464,74.0,11988,IR1,Crawfor,2Story,6,74,13,Stucco,Stucco,None,0.0,3,CBlock,3,1,2,2,1660,3,6,1,4,Detchd,69.0,1,1,240,188700,2615,326,1.5,0
465,60.0,8430,Reg,CollgCr,1Story,5,31,31,HdBoard,HdBoard,BrkFace,136.0,3,CBlock,4,1,3,3,1040,3,5,0,0,not present,29.5,0,0,0,124000,2080,616,2.0,0
466,69.0,3072,Reg,Blmngtn,1Story,7,2,2,VinylSd,VinylSd,BrkFace,18.0,4,PConc,4,1,1,5,1414,4,6,1,3,Attchd,2.0,3,2,398,178740,3187,0,2.0,164
467,85.0,10628,Reg,NAmes,1Story,7,37,37,Plywood,Plywood,None,0.0,3,CBlock,3,4,6,3,1277,3,5,1,1,Attchd,37.0,1,2,526,167000,3080,778,2.0,176
468,79.0,9480,Reg,NAmes,2Story,5,65,12,MetalSd,MetalSd,Stone,224.0,3,CBlock,3,1,2,5,1644,4,7,2,4,Attchd,65.0,1,1,312,146500,2684,386,1.5,168
469,98.0,11428,IR1,NridgHt,1Story,8,1,1,VinylSd,VinylSd,Stone,248.0,4,PConc,4,1,1,5,1634,4,7,1,4,Attchd,1.0,2,3,866,250000,4126,0,2.0,44
470,76.0,9291,IR1,SawyerW,2Story,6,15,15,HdBoard,HdBoard,BrkFace,120.0,4,PConc,4,1,6,5,1710,4,7,0,0,Attchd,15.0,2,2,506,187000,3048,426,2.5,214
471,69.0,6820,IR1,StoneBr,1Story,8,25,25,HdBoard,HdBoard,None,0.0,4,PConc,4,3,6,3,1502,4,4,0,0,Attchd,25.0,2,2,528,212000,3518,1488,2.5,194
472,92.0,11952,Reg,NWAmes,2Story,7,30,30,WdShing,Plywood,None,0.0,3,CBlock,4,1,1,3,1969,3,8,1,4,Attchd,30.0,2,2,534,190000,3311,0,2.5,276
473,35.0,3675,Reg,Edwards,SLvl,6,3,3,VinylSd,VinylSd,BrkFace,80.0,3,PConc,4,4,6,5,1072,3,5,0,0,Basment,3.0,2,2,525,148000,2144,459,2.0,28
474,110.0,14977,IR1,NridgHt,1Story,8,1,0,VinylSd,VinylSd,BrkFace,304.0,4,PConc,5,4,6,5,1976,4,7,1,5,Attchd,1.0,2,3,908,440000,4860,1350,3.0,313
475,41.0,5330,Reg,StoneBr,1Story,8,7,7,CemntBd,CmentBd,None,0.0,4,PConc,4,3,6,5,1652,5,6,0,0,Attchd,7.0,2,2,499,251000,3645,1196,3.0,144
476,80.0,8480,Reg,Sawyer,1Story,5,44,44,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,6,3,970,3,5,0,0,Detchd,11.0,1,2,624,132500,2564,630,2.0,216
477,75.0,13125,Reg,CollgCr,1Story,6,11,10,VinylSd,VinylSd,BrkFace,215.0,3,PConc,4,4,6,5,1493,4,7,1,3,Attchd,11.0,3,2,508,208900,3479,994,3.0,179
479,79.0,10637,Reg,CollgCr,1Story,8,2,1,VinylSd,VinylSd,Stone,336.0,4,PConc,5,4,6,5,1718,4,7,1,4,Attchd,2.0,2,3,826,297000,4249,1288,3.0,252
480,50.0,5925,Reg,OldTown,1Story,4,70,7,Stucco,Stucco,BrkCmn,435.0,3,BrkTil,2,1,3,3,1131,3,7,0,0,Detchd,12.0,1,2,672,89471,2710,168,1.0,72
482,72.0,11846,IR1,NridgHt,1Story,9,3,2,VinylSd,VinylSd,BrkFace,562.0,4,PConc,5,4,6,5,1792,5,6,1,4,Attchd,3.0,3,3,874,374000,4458,1567,3.0,255
483,50.0,2500,Reg,OldTown,2Story,7,94,4,Stucco,Stucco,None,0.0,4,PConc,3,1,5,5,1826,5,7,1,4,Attchd,94.0,1,1,164,155000,2900,299,2.5,0
484,32.0,4500,Reg,Mitchel,1Story,6,8,8,VinylSd,VinylSd,BrkFace,116.0,3,PConc,5,1,6,5,1216,3,5,0,0,Attchd,8.0,1,2,402,164000,2834,897,3.0,125
485,69.0,7758,IR1,Sawyer,1Story,5,45,6,HdBoard,Plywood,None,0.0,3,CBlock,3,1,5,4,999,4,6,0,0,Detchd,44.0,1,1,264,132500,2262,588,2.0,132
486,80.0,9600,Reg,NAmes,1Story,5,59,2,MetalSd,MetalSd,None,0.0,4,CBlock,3,1,5,4,1113,4,5,1,4,Attchd,59.0,1,1,264,147000,2490,607,1.0,200
487,79.0,10289,Reg,NAmes,1Story,5,42,42,MetalSd,MetalSd,BrkFace,168.0,3,CBlock,3,1,5,3,1073,3,6,0,0,Attchd,42.0,2,2,515,156000,2661,836,2.5,0
488,70.0,12243,IR1,NWAmes,1Story,5,36,36,Plywood,Plywood,None,0.0,3,CBlock,4,3,5,4,1484,3,7,1,3,Attchd,36.0,1,2,487,175000,3455,998,2.0,404
489,60.0,10800,Reg,OldTown,1.5Fin,5,106,36,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,4,3,2414,3,10,1,4,Attchd,36.0,1,2,520,160000,3888,664,2.0,142
490,21.0,1526,Reg,MeadowV,SFoyer,4,39,7,CemntBd,CmentBd,None,0.0,3,CBlock,4,3,6,3,630,4,3,0,0,Attchd,39.0,1,1,286,86000,1546,515,2.0,0
491,69.0,2665,Reg,MeadowV,2Story,5,32,32,CemntBd,CmentBd,None,0.0,3,PConc,4,2,1,3,1304,3,4,1,4,BuiltIn,32.0,3,1,336,115000,1904,0,1.5,165
492,79.0,9490,Reg,NAmes,1.5Fin,6,65,56,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,4,3,1578,2,5,2,3,Attchd,65.0,1,1,240,133000,2624,568,2.0,32
493,105.0,15578,IR1,Gilbert,2Story,6,0,0,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,4,1456,3,8,0,0,Attchd,0.0,2,2,429,172785,2613,0,2.5,0
